Municipio,Departamento,Votos para senado 2014,Porcentaje de Oscar Ivan Zuluaga (1ra vuelta),Total (1ra vuelta),Participacion (1ra vuelta),Ganador (1ra vuelta),Porcentaje de Oscar Ivan Zuluaga (2da vuelta),Total (2da vuelta),Participacion (2da vuelta),Ganador,Censo electoral 2016,Actos terroristas,Amenaza,Desplazamiento,Homicidio,Secuestro,Vinculacion de Ninos y Adolescentes,Minas Antipersonal,Abandono o Despojo de Tierras,Afectado por el conflicto (Pares),Afectado por el conflicto (Pares)2,Votos por el No,Porcentaje No,Votos por el Si,Porcentaje Si,Votos validos,Votos totales,Cuantos salieron a votar,Abstencion,ind ruralidad 2014,Zonas de concentracion,Cultivos ilicitos,Hectareas de coca,Hectareas de amapola
Une,Cundinamarca,2876,0.5129,2827,0.4673,Zuluaga,0.6982,3605,0.596,Zuluaga,6307,0.54,4.29,74.5,13.95,1.07,0.43,0.54,0,Ninguno,0,1606,0.5534,1296,0.4466,2902,2954,0.4684,0.5316,0.5056,No,No,0,0
Utica,Cundinamarca,1977,0.6429,1977,0.431,Zuluaga,0.7267,2558,0.5577,Zuluaga,4700,4.78,11.76,212.12,24.32,0.2,0.2,0,0,Ninguno,0,1184,0.6578,616,0.3422,1800,1837,0.3909,0.6091,0.4565,No,No,0,0
Vergara,Cundinamarca,2173,0.6018,2496,0.3565,Zuluaga,0.7242,2737,0.3909,Zuluaga,7346,0.39,3.64,80.69,10.15,0.39,0,0,0,Ninguno,0,1084,0.4859,1147,0.5141,2231,2317,0.3154,0.6846,0.8035,No,No,0,0
Viani,Cundinamarca,1173,0.5022,1567,0.4113,Zuluaga,0.61,1928,0.506,Zuluaga,3867,0.48,1.19,23.32,5.47,0.24,0,0,0,Ninguno,0,673,0.4811,726,0.5189,1399,1441,0.3726,0.6274,0.6843,No,No,0,0
Villagomez,Cundinamarca,752,0.3364,758,0.4,Santos,0.4663,993,0.524,Santos,1915,0.46,53.77,227.02,26.65,0,0,0,0,Ninguno,0,375,0.6545,198,0.3455,573,607,0.317,0.683,0.7155,No,No,0,0
Villapinzon,Cundinamarca,2956,0.3338,6827,0.5551,Ramirez,0.7784,7436,0.6046,Zuluaga,12800,0.7,1.05,35.9,2.99,0.05,0,0.15,0,Ninguno,0,4039,0.7086,1661,0.2914,5700,5830,0.4555,0.5445,0.6699,No,No,0,0
Villeta,Cundinamarca,7815,0.5316,9678,0.4588,Zuluaga,0.7167,11583,0.5491,Zuluaga,21862,0.12,1.46,42.7,12.27,0.51,0.28,0,0,Ninguno,0,5842,0.6486,3165,0.3514,9007,9149,0.4185,0.5815,0.3592,No,No,0,0
Viota,Cundinamarca,3109,0.5219,4127,0.4162,Zuluaga,0.5807,5151,0.5195,Zuluaga,10358,4.5,37.25,861.86,55.91,2.55,0.22,0,0,Ninguno,0,2006,0.5137,1899,0.4863,3905,3993,0.3855,0.6145,0.6765,No,No,0,0
Yacopi,Cundinamarca,3553,0.5606,3352,0.292,Zuluaga,0.5759,4798,0.4179,Zuluaga,11457,1.12,8.7,315.4,27.57,0.59,0.12,0,0,Ninguno,0,1772,0.5696,1339,0.4304,3111,3227,0.2817,0.7183,0.7686,No,No,0,0
Zipacon,Cundinamarca,1451,0.3299,2131,0.5577,Zuluaga,0.552,2308,0.604,Zuluaga,4091,0,0.89,0.89,1.78,0,0,0,0,Ninguno,0,1071,0.5268,962,0.4732,2033,2066,0.505,0.495,0.629,No,No,0,0
Zipaquira,Cundinamarca,22759,0.1502,42273,0.5549,Ramirez,0.3548,41735,0.5478,Santos,82209,0,0.17,0.96,0.43,0.02,0,0,0,Ninguno,0,21680,0.5158,20348,0.4842,42028,42955,0.5225,0.4775,0.1238,No,No,0,0
Quibdo,Choco,21832,0.2347,24692,0.3351,Santos,0.3662,28543,0.3874,Santos,80380,3.84,21.74,372.62,22.49,1.59,0.3,0.15,0,Alto,3,7159,0.2611,20260,0.7389,27419,28522,0.3548,0.6452,0.0726,No,Si,5.76,0
Acandi,Choco,2464,0.2406,2639,0.3333,Santos,0.2819,3327,0.4202,Santos,8345,7.89,143.71,1718.67,59.86,10.84,0.21,0.21,0,Ninguno,0,485,0.2362,1568,0.7638,2053,2105,0.2522,0.7478,0.4583,No,Si,3.34,0
Alto Baudo ,Choco,3375,0.0379,2721,0.3032,Santos,0.1148,1150,0.1281,Santos,9515,0.98,19.31,694.19,5.07,1.33,0.5,0.05,0,Alto,3,234,0.0737,2942,0.9263,3176,3217,0.3381,0.6619,0.7421,No,Si,47.87,0
Atrato,Choco,3270,0.19,2647,0.3035,Santos,0.3209,2911,0.3338,Santos,8224,1.77,21.68,338.89,4.41,1.37,0.1,0.39,0,Intermedio,2,504,0.195,2080,0.805,2584,2675,0.3253,0.6747,0.6491,No,No,0,0
Bagado,Choco,2087,0.2194,1595,0.1838,Santos,0.229,2218,0.2556,Santos,8376,124.38,193.99,2027.45,16.22,14.85,1.5,0.12,0,Intermedio,2,196,0.0797,2264,0.9203,2460,2518,0.3006,0.6994,0.7112,No,No,0,0
Bahia Solano ,Choco,2353,0.1709,2264,0.3239,Santos,0.2427,2987,0.4274,Santos,7582,3.96,10.8,366.38,14.33,1.82,0,0.53,0,Intermedio,2,389,0.1687,1917,0.8313,2306,2350,0.3099,0.6901,0.4824,No,No,0,0
Bajo Baudo ,Choco,3323,0.1395,2695,0.2805,Santos,0.2216,2527,0.263,Santos,10197,7.6,26.68,865.03,6.91,0.86,0.17,0.06,0,Ninguno,0,233,0.0783,2741,0.9217,2974,3038,0.2979,0.7021,0.8198,No,Si,131.16,0
Bojaya,Choco,1818,0.2411,1091,0.1657,Santos,0.1746,2010,0.3052,Santos,6868,53.04,82.23,3527.61,35.03,1.29,0.49,0.59,0,Ninguno,0,87,0.0421,1978,0.9579,2065,2086,0.3037,0.6963,0.4961,No,No,0,0
El Canton de San Pablo,Choco,1962,0.2428,1347,0.3165,Santos,0.4357,1446,0.3398,Santos,4495,1.1,10.89,161.96,8.07,0.49,0.12,0.12,0,Alto,3,307,0.251,916,0.749,1223,1281,0.285,0.715,0.5646,No,Si,47.82,0
Carmen del Darien,Choco,1171,0.1085,1300,0.2473,Santos,0.1095,2292,0.436,Santos,5537,5.28,35.51,2951.93,36.6,1.82,1.09,1.27,0,Alto,3,58,0.043,1290,0.957,1348,1368,0.2471,0.7529,0.7603,No,Si,48.14,0
Certegui,Choco,1631,0.2073,1505,0.3722,Santos,0.3856,1691,0.4182,Santos,4109,0,2.77,48.87,3.86,0.69,0.1,0.3,0,Ninguno,0,382,0.2358,1238,0.7642,1620,1709,0.4159,0.5841,0.3804,No,No,0,0
Condoto,Choco,3603,0.2176,2725,0.268,Santos,0.5913,3088,0.3037,Zuluaga,10526,0.74,18.41,405.67,14.7,1.08,0.34,0.07,0,Intermedio,2,863,0.2732,2296,0.7268,3159,3344,0.3177,0.6823,0.2965,No,Si,20.57,0
El Carmen de Atrato,Choco,1322,0.2717,1840,0.3312,Santos,0.4955,2236,0.4024,Zuluaga,5918,1.68,26.87,637.35,32.26,2.66,0.35,0.84,0,Intermedio,2,799,0.4361,1033,0.5639,1832,1903,0.3216,0.6784,0.5197,No,No,0,0
El litoral del San Juan,Choco,2666,0.0232,1549,0.2253,Santos,0.035,2743,0.3989,Santos,7257,2.24,28.62,793.2,5.83,0.45,0.32,0.26,0,Intermedio,2,135,0.0511,2508,0.9489,2643,2811,0.3874,0.6126,0.9122,No,Si,37.98,0
Istmina,Choco,6319,0.2211,5680,0.2819,Santos,0.5231,6288,0.3121,Zuluaga,21319,6.31,34.01,669.19,27.16,0.94,0.43,0.2,0,Alto,3,1679,0.2962,3990,0.7038,5669,5912,0.2773,0.7227,0.2081,No,Si,303.11,0
Jurado,Choco,554,0.2824,648,0.2261,Santos,0.3069,896,0.3126,Santos,3049,3.34,18.21,1519.27,62.22,2.73,0.91,0.61,0,Alto,3,144,0.1989,580,0.8011,724,744,0.244,0.756,0.5136,No,No,0,0
Lloro,Choco,1582,0.2085,2484,0.3358,Santos,0.2919,2405,0.3251,Santos,7605,6.38,20.83,731.48,11.43,1.24,1.06,0.09,0,Intermedio,2,435,0.1697,2128,0.8303,2563,2666,0.3506,0.6494,0.6982,No,No,0,0
Medio Atrato,Choco,1415,0.1212,1262,0.2226,Santos,0.1845,1832,0.3231,Santos,5663,3.87,12.01,358.02,5.71,1.31,0.3,0.03,0,Ninguno,0,93,0.0416,2145,0.9584,2238,2252,0.3977,0.6023,0.9631,No,No,0,0
Medio Baudo,Choco,2829,0.2149,1871,0.2656,Santos,0.3646,2035,0.2889,Santos,7639,7.71,58.33,676.36,5.67,0.51,0.15,0,0,Alto,3,187,0.068,2561,0.932,2748,2787,0.3648,0.6352,0.9547,No,No,0,0
Medio San Juan,Choco,2743,0.1013,2083,0.2824,Santos,0.294,1051,0.1425,Santos,7475,3.06,27.09,461.52,11.39,0.42,0.06,0,0,Alto,3,411,0.1374,2580,0.8626,2991,3081,0.4122,0.5878,0.6474,No,Si,134.81,0
Novita,Choco,1578,0.2959,1254,0.2481,Zuluaga,0.6353,1031,0.204,Zuluaga,5232,1.63,27.65,637.13,20.61,1.51,2.89,1.01,0,Alto,3,423,0.2587,1212,0.7413,1635,1739,0.3324,0.6676,0.6036,No,Si,304.9,0
Nuqui,Choco,1564,0.1281,1265,0.2395,Santos,0.1694,1777,0.3364,Santos,5413,2.54,29.42,402.05,10.84,0.92,0.35,0.12,0,Intermedio,2,103,0.0678,1416,0.9322,1519,1543,0.2851,0.7149,0.5642,No,Si,78.94,0
Rio Iro,Choco,1316,0.1621,1265,0.3448,Santos,0.3213,1270,0.3461,Santos,3839,0.81,12.17,297.68,4.46,0.91,0.3,0.3,0,Intermedio,2,115,0.0885,1185,0.9115,1300,1340,0.349,0.651,0.8363,No,Si,14.05,0
Rio Quito,Choco,2329,0.1816,2549,0.4331,Santos,0.3302,2953,0.5018,Santos,6144,0.11,14.68,445.93,1.54,0.33,0.22,0,0,Alto,3,578,0.2273,1965,0.7727,2543,2592,0.4219,0.5781,0.7128,No,Si,2.59,0
Riosucio,Choco,2420,0.0966,2878,0.2237,Santos,0.1493,4540,0.353,Santos,13524,16.59,43.25,3329.05,38.13,2.18,0.48,0.52,0,Alto,3,345,0.0906,3462,0.9094,3807,3879,0.2868,0.7132,0.7086,Si,Si,90.7,0
San Jose del Palmar,Choco,1215,0.1395,1290,0.315,Santos,0.2879,1070,0.2613,Santos,4157,5.41,68.29,1651.26,133.67,4.37,2.91,1.25,0,Alto,3,308,0.2984,724,0.7016,1032,1101,0.2649,0.7351,0.7658,No,Si,44.43,0
Sipi,Choco,841,0.2188,690,0.2869,Santos,0.6319,163,0.0678,Zuluaga,2467,22.7,33.2,1159.38,12.69,0,0.49,1.46,0,Alto,3,88,0.1246,618,0.8754,706,749,0.3036,0.6964,0.9142,No,Si,91.25,0
Tado,Choco,4217,0.2355,4179,0.3568,Santos,0.4423,4762,0.4066,Santos,12777,4.11,21.39,693.61,30.98,1.84,1.11,0.68,0,Intermedio,2,1238,0.3043,2830,0.6957,4068,4281,0.3351,0.6649,0.353,No,Si,5.51,0
Unguia,Choco,2149,0.1565,1853,0.2269,Santos,0.3934,2351,0.2879,Santos,8348,1.98,21.1,1250.86,48.01,3.36,0.79,0.59,0,Intermedio,2,736,0.3404,1426,0.6596,2162,2204,0.264,0.736,0.69,No,Si,75.87,0
Union Panamericana,Choco,1881,0.247,1814,0.3707,Santos,0.5596,2164,0.4423,Zuluaga,5046,0.92,6.05,43.6,9.95,0.51,0,0,0,Intermedio,2,381,0.2134,1404,0.7866,1785,1852,0.367,0.633,0.5641,No,No,0,0
Neiva,Huila,77827,0.2993,99930,0.4191,Zuluaga,0.5601,111101,0.4659,Zuluaga,255422,1.02,4.1,41.6,6.33,0.24,0.1,0.1,0,Bajo,1,58666,0.5445,49083,0.4555,107749,109294,0.4279,0.5721,0.0578,No,No,0,0
Acevedo,Huila,7053,0.8123,8958,0.5188,Zuluaga,0.9246,10537,0.6102,Zuluaga,18437,1.43,14.52,202.15,25.91,0.15,0.06,0.27,0,Ninguno,0,4658,0.7649,1432,0.2351,6090,6214,0.337,0.663,0.8084,No,No,0,0
Agrado,Huila,2385,0.3373,2683,0.4356,Zuluaga,0.6998,3378,0.5485,Zuluaga,6804,0,5.38,34.46,3.4,0,0,0,0,Ninguno,0,1849,0.6788,875,0.3212,2724,2779,0.4084,0.5916,0.4173,No,No,0,0
Aipe,Huila,4348,0.4124,4808,0.3296,Zuluaga,0.6327,6191,0.4244,Zuluaga,14967,0.48,10.84,108.12,8.76,0.15,0.15,0.15,0,Ninguno,0,2917,0.5394,2491,0.4606,5408,5537,0.3699,0.6301,0.3708,No,No,0,0
Algeciras,Huila,4211,0.4289,4498,0.3324,Zuluaga,0.5273,5773,0.4267,Zuluaga,14338,5.78,39.77,619.64,58.25,1.1,1.42,2.56,0,Bajo,1,2306,0.4551,2761,0.5449,5067,5234,0.365,0.635,0.3689,No,Si,0,5.8
Altamira,Huila,1031,0.4164,1059,0.3729,Zuluaga,0.6563,1388,0.4887,Zuluaga,2991,0.69,2.51,62.6,17.36,0.91,0.23,0,0,Ninguno,0,561,0.561,439,0.439,1000,1016,0.3397,0.6603,0.3246,No,No,0,0
Baraya,Huila,1765,0.43,1786,0.303,Zuluaga,0.6125,2413,0.4093,Zuluaga,5983,2.28,40.81,574.17,58.42,0.83,1.35,4.14,0,Intermedio,2,1057,0.4671,1206,0.5329,2263,2307,0.3856,0.6144,0.4761,No,Si,0,1
Campoalegre,Huila,7984,0.3895,8599,0.3647,Zuluaga,0.6395,10575,0.4485,Zuluaga,24718,2.15,7.75,98.72,17.29,0.32,0.06,0.06,0,Ninguno,0,6134,0.6168,3811,0.3832,9945,10181,0.4119,0.5881,0.2433,No,No,0,0
Colombia,Huila,2771,0.5727,2413,0.3709,Zuluaga,0.751,2851,0.4383,Zuluaga,6752,4.23,37.43,760.18,26.82,0.8,0.32,3.27,0,Intermedio,2,1431,0.6005,952,0.3995,2383,2442,0.3617,0.6383,0.7962,No,Si,0,2.7
Elias,Huila,1423,0.6258,1339,0.4726,Zuluaga,0.8455,1638,0.5782,Zuluaga,3169,0,4.26,31.34,16.55,0,0,0,0,Ninguno,0,682,0.5139,645,0.4861,1327,1355,0.4276,0.5724,0.6818,No,No,0,0
Garzon,Huila,17068,0.4356,19483,0.3973,Zuluaga,0.7724,23853,0.4864,Zuluaga,51641,0.31,5.8,78.58,8.79,0.29,0.02,0.06,0,Bajo,1,12101,0.6556,6356,0.3444,18457,18902,0.366,0.634,0.5198,No,No,0,0
Gigante,Huila,5624,0.5172,7078,0.3956,Zuluaga,0.7723,8725,0.4876,Zuluaga,18633,1.59,13.29,167.67,15.18,0.32,0.09,0.09,0,Bajo,1,4263,0.6151,2668,0.3849,6931,7184,0.3856,0.6144,0.4626,No,No,0,0
Guadalupe,Huila,4226,0.5974,4948,0.4282,Zuluaga,0.8563,6360,0.5504,Zuluaga,12391,0.55,9.84,102.65,11.36,0.14,0.09,0.05,0,Ninguno,0,3132,0.7018,1331,0.2982,4463,4581,0.3697,0.6303,0.7559,No,No,0,0
Hobo,Huila,1625,0.499,1972,0.371,Zuluaga,0.7398,2633,0.4954,Zuluaga,5571,1.58,11.06,159.41,27.14,0.43,0,0.14,0,Ninguno,0,1250,0.5543,1005,0.4457,2255,2313,0.4152,0.5848,0.2304,No,No,0,0
Iquira,Huila,2740,0.3866,2889,0.4429,Zuluaga,0.7151,3535,0.5419,Zuluaga,6862,0.54,54.87,265.84,20.14,0.08,0.62,0,0,Ninguno,0,1727,0.6087,1110,0.3913,2837,2901,0.4228,0.5772,0.81,No,No,0,0
Isnos,Huila,5041,0.5479,8549,0.4991,Zuluaga,0.7863,9768,0.5703,Zuluaga,18179,2.04,28.12,203.09,28.38,0.65,0.11,0.76,0,Bajo,1,5426,0.7267,2041,0.2733,7467,7723,0.4248,0.5752,0.7852,No,No,0,0
La Argentina,Huila,3309,0.3807,3688,0.392,Zuluaga,0.7974,4738,0.5036,Zuluaga,9990,1.4,20.18,141.13,13.38,0.21,0.14,0.14,0,Bajo,1,1603,0.5539,1291,0.4461,2894,3009,0.3012,0.6988,0.6564,No,No,0,0
La Plata,Huila,12876,0.5164,15011,0.3919,Zuluaga,0.7709,18487,0.4826,Zuluaga,40433,0.49,9.56,94.72,9.1,0.24,0.09,0.02,0,Bajo,1,9191,0.6725,4475,0.3275,13666,13985,0.3459,0.6541,0.5886,No,No,0,0
Nataga,Huila,1635,0.5637,1877,0.4514,Zuluaga,0.8158,2259,0.5433,Zuluaga,4497,1.25,24.11,224.52,21.76,0,0.16,0,0,Bajo,1,1124,0.6505,604,0.3495,1728,1770,0.3936,0.6064,0.6564,No,No,0,0
Oporapa,Huila,3047,0.7955,3980,0.5691,Zuluaga,0.9241,4582,0.6552,Zuluaga,7370,0.58,7.52,116.23,15.91,0.14,0,0,0,Ninguno,0,2246,0.7262,847,0.2738,3093,3174,0.4307,0.5693,0.7144,No,No,0,0
Paicol,Huila,2142,0.5439,1958,0.4339,Zuluaga,0.8861,2635,0.5839,Zuluaga,4738,0.18,3.03,24.79,5.89,0,0,0,0,Ninguno,0,1522,0.7159,604,0.2841,2126,2175,0.4591,0.5409,0.568,No,No,0,0
Palermo,Huila,7137,0.405,7165,0.3608,Zuluaga,0.6973,9303,0.4684,Zuluaga,20533,0.27,6.2,57.24,5.99,0.21,0.06,0.12,0,Bajo,1,4814,0.624,2901,0.376,7715,7831,0.3814,0.6186,0.5188,No,No,0,0
Palestina,Huila,3037,0.6696,3671,0.4543,Zuluaga,0.8668,4386,0.5428,Zuluaga,8509,0.68,6.93,80.74,19.5,0,0,0,0,Ninguno,0,1876,0.6208,1146,0.3792,3022,3120,0.3667,0.6333,0.8207,No,No,0,0
Pital,Huila,3345,0.42,3724,0.4197,Zuluaga,0.839,4765,0.5371,Zuluaga,9123,0.29,7.55,54.22,9.07,0.58,0.07,0,0,Ninguno,0,2565,0.7163,1016,0.2837,3581,3658,0.401,0.599,0.6333,No,No,0,0
Pitalito,Huila,27128,0.5627,35055,0.428,Zuluaga,0.7978,40351,0.4927,Zuluaga,89760,0.72,6.09,70.16,25.73,0.35,0.03,0.04,0,Ninguno,0,19996,0.6523,10660,0.3477,30656,31240,0.348,0.652,0.4058,No,No,0,0
Rivera,Huila,5583,0.3233,5753,0.3724,Zuluaga,0.5913,7023,0.4546,Zuluaga,16199,0.53,7.27,80.56,13.64,0.26,0,0,0,Ninguno,0,3446,0.5414,2919,0.4586,6365,6495,0.401,0.599,0.4339,No,No,0,0
Saladoblanco,Huila,3497,0.8158,4306,0.5356,Zuluaga,0.9168,5110,0.6357,Zuluaga,8635,2.16,15.72,143.7,22.45,0,0,0.17,0,Ninguno,0,1936,0.5769,1420,0.4231,3356,3447,0.3992,0.6008,0.76,No,No,0,0
San Agustin,Huila,7967,0.5053,10238,0.4629,Zuluaga,0.7689,12078,0.546,Zuluaga,23344,1.42,15.45,156.89,20.45,0.87,0.09,0.6,0,Bajo,1,5652,0.6734,2741,0.3266,8393,8630,0.3697,0.6303,0.6553,No,No,0,0
Santa Maria,Huila,2856,0.6867,3785,0.5036,Zuluaga,0.8855,4105,0.5462,Zuluaga,7921,2.27,19.21,213.39,9.34,0.17,0.26,0.61,0,Bajo,1,2318,0.7117,939,0.2883,3257,3330,0.4204,0.5796,0.7181,No,No,0,0
Suaza,Huila,3754,0.6382,4591,0.4228,Zuluaga,0.8504,6121,0.5637,Zuluaga,11911,0.56,9.7,108.39,12.06,0.26,0.15,0.15,0,Ninguno,0,2183,0.6801,1027,0.3199,3210,3307,0.2776,0.7224,0.7708,No,No,0,0
Tarqui,Huila,5085,0.5014,4735,0.4307,Zuluaga,0.8114,6060,0.5512,Zuluaga,11492,0.51,6.98,142.43,20.89,0.28,0,0,0,Ninguno,0,3015,0.6787,1427,0.3213,4442,4532,0.3944,0.6056,0.7149,No,No,0,0
Tesalia,Huila,2823,0.532,3158,0.4199,Zuluaga,0.8499,4085,0.5432,Zuluaga,7879,0.22,11.31,92.24,14.66,0.22,0,0,0,Ninguno,0,2559,0.7646,788,0.2354,3347,3431,0.4355,0.5645,0.4191,No,No,0,0
Tello,Huila,3371,0.4843,3310,0.3157,Zuluaga,0.6671,4404,0.4201,Zuluaga,10814,1.54,30.76,340.62,19.97,0.56,0.49,1.26,0,Bajo,1,2120,0.5275,1899,0.4725,4019,4139,0.3827,0.6173,0.5371,No,No,0,0
Teruel,Huila,2685,0.6222,2419,0.3884,Zuluaga,0.8412,3331,0.5348,Zuluaga,6481,0.34,10.13,109.37,14.34,0,0,0,0,Ninguno,0,1799,0.7091,738,0.2909,2537,2584,0.3987,0.6013,0.4999,No,No,0,0
Timana,Huila,5693,0.6049,6591,0.4552,Zuluaga,0.8178,8211,0.5671,Zuluaga,15078,0.59,5.5,62.7,17.25,0.44,0.1,0,0,Ninguno,0,4471,0.7563,1441,0.2437,5912,6041,0.4006,0.5994,0.6418,No,No,0,0
Villavieja,Huila,2987,0.3023,2332,0.3631,Zuluaga,0.5145,3182,0.4954,Zuluaga,6524,0.82,15.46,136.37,8.75,0.55,0,0,0,Ninguno,0,1086,0.4232,1480,0.5768,2566,2632,0.4034,0.5966,0.664,No,No,0,0
Yaguara,Huila,1977,0.3124,2817,0.43,Zuluaga,0.6758,3229,0.4929,Zuluaga,6750,0.22,2.1,19.42,1.66,0,0,0,0,Ninguno,0,1802,0.6131,1137,0.3869,2939,2983,0.4419,0.5581,0.1525,No,No,0,0
Riohacha,La Guajira,41777,0.1965,31711,0.3163,Santos,0.2354,42541,0.4243,Santos,111639,0.72,2.88,145.65,11.65,0.28,0.05,0.02,0,Ninguno,0,10092,0.3643,17613,0.6357,27705,28290,0.2534,0.7466,0.152,No,No,0,0
Albania,La Guajira,6472,0.251,4518,0.2882,Santos,0.2568,6367,0.4062,Santos,16633,0.04,2.14,63.43,5.9,0.11,0,0.07,0,Bajo,1,1655,0.415,2333,0.585,3988,4139,0.2488,0.7512,0.4989,No,No,0,0
Barrancas,La Guajira,8812,0.2435,7002,0.3027,Santos,0.2591,9764,0.422,Santos,23913,4.94,8.45,166.11,21.28,0.17,0,0,0,Ninguno,0,1806,0.2836,4562,0.7164,6368,6454,0.2699,0.7301,0.4946,No,No,0,0
Dibulla,La Guajira,8337,0.1774,5823,0.2869,Santos,0.1963,7871,0.3878,Santos,20549,1.2,21.09,832.72,26.41,0.76,0.09,0.09,0,Ninguno,0,1309,0.2836,3306,0.7164,4615,4732,0.2303,0.7697,0.8368,No,No,0,0
Distraccion,La Guajira,3684,0.2637,2647,0.342,Santos,0.2572,3842,0.4964,Santos,8243,0.06,9.79,72.24,15.68,1.12,0,0,0,Ninguno,0,892,0.3598,1587,0.6402,2479,2522,0.306,0.694,0.664,No,No,0,0
El Molino,La Guajira,3773,0.1684,2797,0.4418,Santos,0.2241,3405,0.5378,Santos,6765,3.39,2.26,591.15,21.61,0.45,0,0.11,0,Ninguno,0,836,0.3371,1644,0.6629,2480,2510,0.371,0.629,0.3086,No,No,0,0
Fonseca,La Guajira,11367,0.1639,9008,0.3779,Santos,0.1795,12883,0.5404,Santos,25836,1.3,4.74,268.05,31.91,0.44,0.06,0.03,0,Bajo,1,2463,0.2778,6402,0.7222,8865,9006,0.3486,0.6514,0.3557,Si,No,0,0
Hatonuevo,La Guajira,6623,0.149,4671,0.3629,Santos,0.1808,5972,0.464,Santos,14034,0.23,0.77,35.19,7.39,0.12,0,0,0,Ninguno,0,1304,0.3142,2846,0.6858,4150,4240,0.3021,0.6979,0.4402,No,No,0,0
La Jagua del Pilar,La Guajira,1818,0.2112,1501,0.4107,Santos,0.2408,1794,0.4908,Santos,3839,3.38,7.99,369.81,65.79,9.53,0,0.92,0,Ninguno,0,320,0.271,861,0.729,1181,1196,0.3115,0.6885,0.2928,No,No,0,0
Maicao,La Guajira,32798,0.2447,20763,0.1894,Santos,0.3053,29757,0.2715,Santos,120312,2.27,3.14,77.65,22.56,0.24,0.03,0.01,0,Intermedio,2,9563,0.4704,10766,0.5296,20329,20773,0.1727,0.8273,0.3154,No,No,0,0
Manaure,La Guajira,13228,0.2302,4723,0.0936,Santos,0.2201,7904,0.1566,Santos,52567,0.04,0.3,7.73,0.76,0.01,0,0,0,Ninguno,0,1418,0.4451,1768,0.5549,3186,3260,0.062,0.938,0.57,No,No,0,0
San Juan del Cesar,La Guajira,12328,0.4533,10131,0.3435,Zuluaga,0.5255,13841,0.4693,Zuluaga,31264,0.63,4.41,518.17,29.77,1.45,0.11,0.08,0,Bajo,1,4684,0.5109,4484,0.4891,9168,9392,0.3004,0.6996,0.3479,No,No,0,0
Uribia,La Guajira,13322,0.2252,7021,0.0802,Santos,0.2882,9609,0.1098,Santos,101417,0.02,0.2,15.43,0.52,0,0,0,0,Alto,3,1658,0.4918,1713,0.5082,3371,3434,0.0339,0.9661,0.9286,No,No,0,0
Urumita,La Guajira,4159,0.2324,3003,0.3902,Santos,0.2598,4303,0.5591,Santos,7997,1.04,3,175.57,23.16,2.34,0.05,0.54,0,Ninguno,0,1141,0.3585,2042,0.6415,3183,3225,0.4033,0.5967,0.4223,No,No,0,0
Villanueva,La Guajira,8646,0.276,6163,0.3631,Santos,0.3097,9072,0.5345,Santos,18149,1.36,4.97,404.22,30.72,1.9,0.25,0.29,0,Bajo,1,2425,0.41,3490,0.59,5915,6044,0.333,0.667,0.2936,No,No,0,0
Santa Marta,Magdalena,101015,0.2412,98217,0.3301,Santos,0.3131,129628,0.4356,Santos,322962,0.5,3.8,195.42,14.38,0.28,0.03,0.03,0.01,Ninguno,0,43163,0.4643,49797,0.5357,92960,94188,0.2916,0.7084,0.0382,No,No,0,0
Algarrobo,Magdalena,3970,0.2082,3371,0.3799,Santos,0.1874,4830,0.5443,Santos,9422,0.79,11.78,559.5,32.81,1.19,0,0.08,0,Ninguno,0,467,0.2344,1525,0.7656,1992,2041,0.2166,0.7834,0.3371,No,Si,4.72,0
Aracataca,Magdalena,12107,0.2606,6784,0.253,Santos,0.2672,10885,0.406,Santos,26547,0.75,10.6,603.35,36.19,0.88,0.03,0.05,0,Ninguno,0,555,0.3659,962,0.6341,1517,1550,0.0584,0.9416,0.3209,No,Si,2.09,0
Ariguani,Magdalena,8407,0.3014,6308,0.3028,Santos,0.3462,9660,0.4637,Santos,21723,0.31,8.76,228.23,24.65,0.28,0,0,0,Ninguno,0,2111,0.3835,3393,0.6165,5504,5634,0.2594,0.7406,0.3811,No,No,0,0
Cerro San Antonio,Magdalena,3978,0.0999,2882,0.3612,Santos,0.117,3779,0.4737,Santos,8394,1.28,21.5,632.37,10.11,0.13,0,0,0,Ninguno,0,225,0.0934,2184,0.9066,2409,2443,0.291,0.709,0.449,No,No,0,0
Chivolo,Magdalena,6236,0.3941,3390,0.275,Santos,0.3609,6046,0.4905,Santos,13108,2.01,41.3,787.15,26.21,0.69,0,0,7.54,Ninguno,0,728,0.2048,2827,0.7952,3555,3619,0.2761,0.7239,0.3268,No,No,0,0
Cienaga,Magdalena,29208,0.2918,20455,0.2686,Santos,0.3314,30603,0.4018,Santos,81617,1.18,8.12,429.2,54.02,0.91,0.23,0.12,3.51,Ninguno,0,8670,0.5012,8629,0.4988,17299,17804,0.2181,0.7819,0.0599,No,No,0,0
Concordia,Magdalena,5558,0.1128,3671,0.3581,Santos,0.1789,4857,0.4738,Santos,10564,0.32,7.28,313.77,14.56,0,0,0,0,Ninguno,0,341,0.1316,2251,0.8684,2592,2623,0.2483,0.7517,0.5553,No,No,0,0
