Municipio,Departamento,Votos para senado 2014,Porcentaje de Oscar Ivan Zuluaga (1ra vuelta),Total (1ra vuelta),Participacion (1ra vuelta),Ganador (1ra vuelta),Porcentaje de Oscar Ivan Zuluaga (2da vuelta),Total (2da vuelta),Participacion (2da vuelta),Ganador,Censo electoral 2016,Actos terroristas,Amenaza,Desplazamiento,Homicidio,Secuestro,Vinculacion de Ninos y Adolescentes,Minas Antipersonal,Abandono o Despojo de Tierras,Afectado por el conflicto (Pares),Afectado por el conflicto (Pares)2,Votos por el No,Porcentaje No,Votos por el Si,Porcentaje Si,Votos validos,Votos totales,Cuantos salieron a votar,Abstencion,ind ruralidad 2014,Zonas de concentracion,Cultivos ilicitos,Hectareas de coca,Hectareas de amapola
Riofrio,Valle del Cauca,5929,0.1951,6038,0.3783,Ramirez,0.5247,6777,0.4247,Zuluaga,15859,2.83,42.52,271.52,73.85,1.73,0.07,0.07,6.63,Ninguno,0,3065,0.5931,2103,0.4069,5168,5310,0.3348,0.6652,0.672,No,No,0,0
Roldanillo,Valle del Cauca,11815,0.1763,11644,0.4243,Ramirez,0.5016,13053,0.4756,Zuluaga,28313,0.89,6.14,78.66,42.06,0.74,0,0,0,Ninguno,0,6372,0.5791,4631,0.4209,11003,11174,0.3947,0.6053,0.2491,No,No,0,0
San Pedro,Valle del Cauca,5741,0.2126,5413,0.3747,Santos,0.3336,6541,0.4528,Santos,14680,3.16,4.68,194.26,27.96,0.38,0,0.16,0,Bajo,1,2689,0.4982,2708,0.5018,5397,5506,0.3751,0.6249,0.6018,No,No,0,0
Sevilla,Valle del Cauca,11623,0.2896,13350,0.3634,Zuluaga,0.4936,15066,0.4101,Zuluaga,37835,1,7.11,103.04,23.26,0.31,0.11,0.04,0.22,Bajo,1,6231,0.486,6589,0.514,12820,13312,0.3518,0.6482,0.2395,No,No,0,0
Toro,Valle del Cauca,4150,0.3847,4430,0.3591,Zuluaga,0.6376,5207,0.4221,Zuluaga,12667,1.09,5.1,58.39,52.13,0.18,0,0,0,Ninguno,0,2422,0.6365,1383,0.3635,3805,3926,0.3099,0.6901,0.4299,No,No,0,0
Trujillo,Valle del Cauca,4997,0.3336,5615,0.3647,Ramirez,0.6458,6466,0.42,Zuluaga,15793,1.66,48.67,270.88,49.33,0.89,0,0,20.62,Ninguno,0,3296,0.6271,1960,0.3729,5256,5401,0.342,0.658,0.5508,No,No,0,0
Tulua,Valle del Cauca,51142,0.216,60874,0.4132,Zuluaga,0.4094,67851,0.4605,Santos,157134,1.21,5.24,111.1,19.65,0.47,0.06,0.1,0.57,Bajo,1,32877,0.5424,27738,0.4576,60615,62052,0.3949,0.6051,0.1369,No,No,0,0
Ulloa,Valle del Cauca,1817,0.1941,1875,0.4025,Ramirez,0.4803,2284,0.4903,Santos,4636,0.18,1.66,49.25,13.47,0,0,0,0,Ninguno,0,712,0.4392,909,0.5608,1621,1674,0.3611,0.6389,0.512,No,No,0,0
Versalles,Valle del Cauca,2748,0.2458,3060,0.3834,Ramirez,0.6691,3451,0.4323,Zuluaga,7989,0.42,12.08,198.93,20.09,0.42,0,0,0,Ninguno,0,1650,0.6315,963,0.3685,2613,2686,0.3362,0.6638,0.5798,No,No,0,0
Vijes,Valle del Cauca,3858,0.1415,3986,0.3942,Ramirez,0.4261,4149,0.4103,Santos,10404,0.09,3.5,20.99,16.6,0.18,0,0,0,Ninguno,0,1554,0.4617,1812,0.5383,3366,3437,0.3304,0.6696,0.3584,No,No,0,0
Yotoco,Valle del Cauca,4617,0.1886,5413,0.3964,Santos,0.3505,6066,0.4442,Santos,14310,0.67,4.89,34.14,29.61,0.24,0,0,0,Ninguno,0,2608,0.5252,2358,0.4748,4966,5060,0.3536,0.6464,0.4918,No,No,0,0
Yumbo,Valle del Cauca,29627,0.1101,35937,0.3833,Santos,0.2321,39137,0.4174,Santos,96839,0.2,1.52,11.77,6.48,0.09,0.01,0.02,0,Ninguno,0,16252,0.4732,18095,0.5268,34347,34988,0.3613,0.6387,0.122,No,No,0,0
Zarzal,Valle del Cauca,13690,0.1273,13304,0.3715,Santos,0.2458,16014,0.4472,Santos,36664,0.46,3.9,33.97,28.55,0.18,0,0,0,Ninguno,0,6580,0.498,6632,0.502,13212,13542,0.3694,0.6306,0.2938,No,No,0,0
Arauca,Arauca,23811,0.5428,24947,0.3999,Zuluaga,0.6471,29319,0.47,Zuluaga,67929,3.13,6.92,185.56,28.3,1.72,0.58,0.45,0,Intermedio,2,15191,0.6506,8159,0.3494,23350,23936,0.3524,0.6476,0.1385,No,No,0,0
Arauquita,Arauca,7284,0.2067,7507,0.3032,Santos,0.228,11074,0.4472,Santos,27274,3.95,15.76,486.88,47.03,2.78,0.89,3.5,0,Bajo,1,2289,0.2353,7440,0.7647,9729,10113,0.3708,0.6292,0.5512,Si,Si,9.12,0
Cravo Norte,Arauca,1351,0.612,1013,0.2991,Zuluaga,0.5757,1513,0.4467,Zuluaga,3564,12.75,22.47,1010.63,86.24,4.86,0.3,0.3,0,Alto,3,630,0.5977,424,0.4023,1054,1103,0.3095,0.6905,0.3076,No,No,0,0
Fortul,Arauca,2339,0.1735,3331,0.3387,Santos,0.1915,4946,0.5028,Santos,10912,12.58,17.4,261.06,122.39,0.74,0.54,1.44,0,Intermedio,2,1063,0.3126,2338,0.6874,3401,3646,0.3341,0.6659,0.4902,No,Si,1.23,0
Puerto Rondon,Arauca,1326,0.6412,1137,0.3287,Zuluaga,0.6409,1540,0.4452,Zuluaga,3637,6.78,24.5,902.27,99.04,3.65,1.56,4.17,0,Intermedio,2,666,0.6088,428,0.3912,1094,1131,0.311,0.689,0.258,No,Si,1.93,0
Saravena,Arauca,7809,0.3302,10304,0.3558,Zuluaga,0.3999,13390,0.4623,Santos,31702,6.18,16.77,327.92,74.69,2.27,1.07,0.84,0,Bajo,1,5168,0.5369,4457,0.4631,9625,10091,0.3183,0.6817,0.323,No,No,0,0
Tame,Arauca,10365,0.4538,10641,0.3617,Zuluaga,0.453,14707,0.4998,Santos,31607,10.59,31.54,930.84,92.31,3.38,1.88,7.47,0,Intermedio,2,5267,0.4934,5407,0.5066,10674,11068,0.3502,0.6498,0.6196,No,Si,4.85,0
Yopal,Casanare,35154,0.5216,49774,0.5542,Zuluaga,0.7731,52845,0.5884,Zuluaga,102568,0.61,4.31,55.22,22.4,0.53,0.25,0.06,0,Bajo,1,36503,0.7148,14561,0.2852,51064,52151,0.5085,0.4915,0.1117,No,No,0,0
Aguazul,Casanare,9601,0.4822,13927,0.5626,Zuluaga,0.7445,14671,0.5926,Zuluaga,26606,1.56,13.12,136.24,53.98,2.55,0.38,0.35,0,Bajo,1,9666,0.701,4123,0.299,13789,14484,0.5444,0.4556,0.2452,No,No,0,0
Chameza,Casanare,688,0.5161,841,0.6037,Zuluaga,0.6237,930,0.6676,Zuluaga,1551,10.35,45.4,1012.35,70.09,51.77,4.38,3.58,0,Ninguno,0,271,0.2901,663,0.7099,934,968,0.6241,0.3759,0.3459,No,No,0,0
Hato Corozal,Casanare,2635,0.7225,3287,0.4873,Zuluaga,0.8345,3770,0.5588,Zuluaga,6995,1.7,25.15,237.95,49.09,1.46,0.32,0.24,0,Intermedio,2,2133,0.783,591,0.217,2724,2825,0.4039,0.5961,0.5716,No,No,0,0
La Salina,Casanare,292,0.3298,373,0.4645,Zuluaga,0.3762,412,0.5131,Santos,762,8.37,20.22,209.21,66.25,0.7,1.39,10.46,0,Intermedio,2,51,0.1154,391,0.8846,442,458,0.601,0.399,0.5743,No,No,0,0
Mani,Casanare,2813,0.6095,4463,0.5002,Zuluaga,0.7894,4952,0.555,Zuluaga,10075,0.81,12.13,391.19,34.05,4.49,0.81,0.09,0,Ninguno,0,3265,0.6912,1459,0.3088,4724,4850,0.4814,0.5186,0.3261,No,No,0,0
Monterrey,Casanare,4017,0.4972,5623,0.5462,Zuluaga,0.7375,6037,0.5865,Zuluaga,11103,1.6,17.44,151.93,33.56,2.73,1.53,0,0,Ninguno,0,3998,0.7092,1639,0.2908,5637,5762,0.519,0.481,0.1579,No,No,0,0
Nunchia,Casanare,2570,0.7042,3107,0.5231,Zuluaga,0.8513,3503,0.5897,Zuluaga,6023,1.13,19.74,187.44,44.66,1.47,0.34,0,0,Intermedio,2,2272,0.7969,579,0.2031,2851,2959,0.4913,0.5087,0.7625,No,No,0,0
Orocue,Casanare,2424,0.5358,2749,0.3806,Zuluaga,0.7429,3155,0.4368,Zuluaga,7605,0,9.58,156.68,27.31,0.48,0.48,0,0,Ninguno,0,1800,0.6036,1182,0.3964,2982,3073,0.4041,0.5959,0.3786,No,No,0,0
Paz de Ariporo,Casanare,7878,0.7274,10474,0.4963,Zuluaga,0.8541,12119,0.5743,Zuluaga,23027,1.88,9.16,149.66,50.28,0.53,1.81,0.15,0,Intermedio,2,7379,0.7669,2243,0.2331,9622,9932,0.4313,0.5687,0.2882,No,No,0,0
Pore,Casanare,2533,0.7071,3110,0.5373,Zuluaga,0.8408,3638,0.6285,Zuluaga,6622,5.94,37.89,319.31,69.22,1.14,0.51,0,0,Intermedio,2,2684,0.8022,662,0.1978,3346,3471,0.5242,0.4758,0.5013,No,No,0,0
Recetor,Casanare,588,0.4969,640,0.4942,Zuluaga,0.6411,744,0.5745,Zuluaga,1260,2.61,38.84,618.9,38.37,6.4,0.47,0,0,Bajo,1,305,0.4751,337,0.5249,642,705,0.5595,0.4405,0.6379,No,No,0,0
Sabanalarga,Casanare,1309,0.5253,1443,0.5493,Zuluaga,0.6489,1561,0.5942,Zuluaga,2758,0.68,9.51,80.53,46.55,2.72,0.34,0.34,0,Ninguno,0,664,0.494,680,0.506,1344,1387,0.5029,0.4971,0.5,No,No,0,0
Sacama,Casanare,466,0.213,493,0.3386,Santos,0.3191,633,0.4348,Santos,1537,38.84,53.59,575.71,44.74,0.49,2.46,19.17,0,Intermedio,2,97,0.147,563,0.853,660,751,0.4886,0.5114,0.2994,No,No,0,0
San Luis de Palenque,Casanare,2211,0.7149,2448,0.4595,Zuluaga,0.8611,2887,0.542,Zuluaga,5886,1.28,9.48,109.73,37.64,0.77,0.26,0,0,Ninguno,0,1988,0.7839,548,0.2161,2536,2616,0.4444,0.5556,0.7101,No,No,0,0
Tamara,Casanare,1443,0.6563,1952,0.4742,Zuluaga,0.8088,2312,0.5617,Zuluaga,4325,2.7,33.97,279.85,48.18,0.71,0.71,0.85,0,Intermedio,2,1350,0.7188,528,0.2812,1878,1965,0.4543,0.5457,0.6716,No,No,0,0
Tauramena,Casanare,5582,0.5571,7919,0.5585,Zuluaga,0.7925,8344,0.5885,Zuluaga,15751,1.1,10.56,153.52,27.46,1.5,0.84,0.48,0,Ninguno,0,6037,0.7321,2209,0.2679,8246,8445,0.5362,0.4638,0.3324,No,No,0,0
Trinidad,Casanare,3397,0.722,3946,0.4503,Zuluaga,0.8528,4768,0.544,Zuluaga,9211,0.53,5.03,105.1,32.12,0.86,0.4,0,0,Ninguno,0,2966,0.8014,735,0.1986,3701,3830,0.4158,0.5842,0.4323,No,No,0,0
Villanueva,Casanare,6239,0.4525,8711,0.4827,Zuluaga,0.7178,9493,0.526,Zuluaga,19519,0.75,6.44,147.87,23.43,5.19,0.5,0,0,Ninguno,0,5625,0.6988,2425,0.3012,8050,8282,0.4243,0.5757,0.1424,No,No,0,0
Mocoa,Putumayo,14255,0.1826,12940,0.398,Santos,0.4049,15892,0.4888,Santos,35245,2.96,9.09,222.96,45.38,1.19,0.82,0.23,0,Ninguno,0,5105,0.3981,7718,0.6019,12823,13066,0.3707,0.6293,0.1966,No,Si,106.88,0
Colon,Putumayo,2242,0.195,1826,0.4582,Santos,0.421,2247,0.5639,Santos,4244,0.9,11.88,101.55,15.12,0.36,0.18,0,0,Ninguno,0,804,0.4286,1072,0.5714,1876,1912,0.4505,0.5495,0.4095,No,No,0,0
Orito,Putumayo,6079,0.0945,7527,0.3136,Santos,0.1477,11014,0.4588,Santos,25937,12.31,25.73,502.57,63.69,3.2,0.45,1.06,0,Alto,3,1820,0.2279,6165,0.7721,7985,8226,0.3172,0.6828,0.5547,No,Si,2189.8,0
Puerto Asis,Putumayo,9080,0.2035,11317,0.2991,Santos,0.3535,14820,0.3916,Santos,41742,8.42,35.91,748.22,105.29,4,1.15,2.88,0,Alto,3,4539,0.42,6267,0.58,10806,11158,0.2673,0.7327,0.4616,Si,Si,6052.03,0
Puerto Caicedo,Putumayo,3002,0.0718,2647,0.32,Santos,0.1332,3821,0.4619,Santos,8922,6.63,30.29,1036.99,137.24,2.19,1.23,2.53,0,Alto,3,802,0.2917,1947,0.7083,2749,2878,0.3226,0.6774,0.6475,No,Si,1481.21,0
Puerto Guzman,Putumayo,2549,0.2507,2473,0.2401,Santos,0.3644,3513,0.3411,Santos,10561,4.82,74.97,1312.9,95.28,2.85,3.4,1.47,0,Alto,3,832,0.2766,2176,0.7234,3008,3106,0.2941,0.7059,0.8058,No,Si,1298.66,0
Puerto Leguizamo,Putumayo,2549,0.3811,3170,0.2375,Zuluaga,0.518,4232,0.3171,Zuluaga,14436,4.02,102.68,993.58,54.74,4.41,3.05,3.7,0,Alto,3,1695,0.4549,2031,0.5451,3726,3794,0.2628,0.7372,0.4306,No,Si,1804.8,0
Sibundoy,Putumayo,4759,0.1655,4302,0.4369,Santos,0.3871,5247,0.5329,Santos,10309,0.49,5.84,73.19,16.03,0.49,0,0,0,Ninguno,0,1783,0.4164,2499,0.5836,4282,4434,0.4301,0.5699,0.2747,No,No,0,0
San Francisco,Putumayo,2513,0.1874,1937,0.4319,Santos,0.4178,2458,0.548,Santos,4710,0.7,19.24,137.36,14.19,0.28,0,0,0,Ninguno,0,849,0.4426,1069,0.5574,1918,1998,0.4242,0.5758,0.4169,No,No,0,0
San Miguel,Putumayo,2939,0.0474,3058,0.283,Santos,0.0709,4595,0.4253,Santos,11779,21.13,60.48,848.02,64.61,3.91,0.52,2.29,0.11,Ninguno,0,559,0.1656,2816,0.8344,3375,3487,0.296,0.704,0.7813,No,Si,2338.17,0
Santiago,Putumayo,2055,0.1296,1852,0.3274,Santos,0.3801,2489,0.44,Santos,5929,4.17,13.18,176.1,13.56,0.47,0.19,0.09,0,Ninguno,0,881,0.3933,1359,0.6067,2240,2320,0.3913,0.6087,0.5974,No,Si,4.64,0.4
Valle del Guamuez,Putumayo,5962,0.0536,7335,0.3385,Santos,0.0888,10192,0.4704,Santos,23170,9.67,28.98,863.08,77,5.64,0.38,1.03,3.32,Alto,3,1079,0.1395,6655,0.8605,7734,7917,0.3417,0.6583,0.6035,No,Si,3660.05,0
Villagarzon,Putumayo,5060,0.2559,4827,0.3414,Ramirez,0.4473,6562,0.4641,Santos,15777,4.86,14.47,641.62,89.42,2.45,0.57,0.66,1.13,Ninguno,0,2757,0.49,2869,0.51,5626,5794,0.3672,0.6328,0.4896,No,Si,1131.39,0
San Andres,"Archipielago de San Andres, Providencia y Santa Catalina",9689,0.3029,7581,0.1815,Santos,0.4321,9652,0.2311,Santos,43864,0.01,0.14,1.08,0.35,0.01,0,0,0,Ninguno,0,4097,0.4879,4301,0.5121,8398,8466,0.193,0.807,0.2606,No,No,0,0
Providencia,"Archipielago de San Andres, Providencia y Santa Catalina",1325,0.297,1091,0.2815,Santos,0.448,1212,0.3127,Santos,4017,0,0,2.33,0.97,0,0,0,0,Ninguno,0,216,0.1815,974,0.8185,1190,1210,0.3012,0.6988,0.5611,No,No,0,0
Leticia,Amazonas,11643,0.3496,11083,0.3537,Zuluaga,0.5735,12374,0.3949,Zuluaga,34592,0.34,3.67,23.51,2.19,0.12,0.07,0.12,0,Ninguno,0,4463,0.5034,4403,0.4966,8866,8990,0.2599,0.7401,0.3653,No,No,0,0
El Encanto,Amazonas,322,0.2617,214,0.2869,Santos,0.5172,232,0.311,Zuluaga,743,0,3.48,44.84,0.61,0.2,0.41,0,0,Ninguno,0,51,0.2308,170,0.7692,221,223,0.3001,0.6999,1,No,Si,11.77,0
La Chorrera,Amazonas,153,0.2711,509,0.4904,Santos,0.3037,484,0.4663,Santos,1030,0.51,15.76,32.8,1.27,3.05,0.76,0,0,Ninguno,0,62,0.1713,300,0.8287,362,366,0.3553,0.6447,1,No,Si,13.61,0
La Pedrera,Amazonas,349,0.2581,124,0.119,Santos,0.3462,182,0.1747,Santos,1008,0,1.95,24.98,0,0.2,0,0,0,Ninguno,0,25,0.1168,189,0.8832,214,216,0.2143,0.7857,1,No,No,0,0
La Victoria,Amazonas,6,0.3333,6,0.2609,Lopez,0.5,6,0.2609,Zuluaga,18,0,2.69,55.61,20.63,0.9,1.79,0,0,Ninguno,0,1,0.2,4,0.8,5,5,0.2778,0.7222,1,No,No,0,0
Miriti - Parana,Amazonas,92,0.0588,51,0.1111,Santos,0.1324,68,0.1481,Santos,477,0,3.93,24.26,0,0,0,0,0,Ninguno,0,7,0.0729,89,0.9271,96,96,0.2013,0.7987,1,No,No,0,0
Puerto Alegria,Amazonas,81,0.0794,63,0.2274,Santos,0.3548,62,0.2238,Santos,259,0.49,7.91,63.27,2.97,0,0,0,0,Ninguno,0,5,0.0877,52,0.9123,57,59,0.2278,0.7722,1,No,Si,85.79,0
Puerto Arica,Amazonas,67,0.0833,132,0.3275,Santos,0.3983,118,0.2928,Santos,405,0,22.39,129.1,5.97,0.75,0,0,0,Ninguno,0,22,0.1849,97,0.8151,119,119,0.2938,0.7062,1,No,No,0,0
Puerto Narino,Amazonas,1334,0.1488,1505,0.3749,Santos,0.4539,1747,0.4352,Santos,4317,0,1.33,5.56,0,0,0,0,0,Ninguno,0,274,0.2482,830,0.7518,1104,1153,0.2671,0.7329,0.7341,No,No,0,0
Puerto Santander,Amazonas,130,0.3445,119,0.182,Santos,0.3757,189,0.289,Santos,642,1.67,25.08,117.69,10.03,0,0.67,0.67,0,Ninguno,0,16,0.1135,125,0.8865,141,143,0.2227,0.7773,1,No,No,0,0
Tarapaca,Amazonas,345,0.1951,364,0.2753,Santos,0.2776,425,0.3215,Santos,1304,0,1.18,31.18,0,0,0,0,0,Ninguno,0,68,0.2042,265,0.7958,333,344,0.2638,0.7362,1,No,No,0,0
Inirida,Guainia,5625,0.3207,5472,0.3237,Santos,0.4438,6737,0.3985,Santos,19789,0.65,9.56,169.24,2.9,0.6,0.45,0,0,Ninguno,0,2436,0.4777,2663,0.5223,5099,5194,0.2625,0.7375,0.3616,No,No,0,0
Barranco Minas,Guainia,345,0.1328,384,0.2022,Santos,0.3506,405,0.2133,Santos,1986,0.41,12.03,568.02,2.24,1.84,1.22,0,0,Ninguno,0,67,0.1836,298,0.8164,365,372,0.1873,0.8127,1,No,Si,4.34,0
Mapiripana,Guainia,34,0.1222,90,0.1544,Santos,0.2471,85,0.1458,Santos,579,0,4.97,212,0.71,0.36,1.07,0,0,Ninguno,0,4,0.0816,45,0.9184,49,49,0.0846,0.9154,1,No,Si,16.71,0
San Felipe,Guainia,115,0.3897,136,0.2006,Santos,0.4869,191,0.2817,Zuluaga,835,0.47,3.75,94.28,0.47,0,0,0,0,Ninguno,0,59,0.4097,85,0.5903,144,154,0.1844,0.8156,1,No,No,0,0
Puerto Colombia,Guainia,92,0.1368,117,0.1193,Santos,0.2593,135,0.1376,Santos,1207,0,0.21,22.55,0.83,0,0,0,0,Ninguno,0,45,0.4286,60,0.5714,105,106,0.0878,0.9122,1,No,No,0,0
La Guadalupe,Guainia,18,0.375,32,0.2406,Zuluaga,0.7442,43,0.3233,Zuluaga,175,0,2.67,40.11,0,0,0,0,0,Ninguno,0,0,0,0,0,0,0,0,1,1,No,No,0,0
Cacahual,Guainia,49,0.1,20,0.0656,Santos,0.1923,52,0.1705,Santos,338,0,1.94,8.91,0,0,0,0,0,Ninguno,0,7,0.2917,17,0.7083,24,25,0.074,0.926,1,No,No,0,0
Pana Pana,Guainia,100,0.069,145,0.5035,Santos,0.2,160,0.5556,Santos,328,0,0,8.61,0,0,0,0,0,Ninguno,0,46,0.284,116,0.716,162,162,0.4939,0.5061,1,No,No,0,0
Morichal,Guainia,0,0.04,25,0.1572,Santos,0.0435,23,0.1447,Santos,179,0,0,117.08,0,0.8,1.6,0,0,Ninguno,0,0,0,42,1,42,43,0.2402,0.7598,1,No,Sê,15.68,0
San Jos_ del Guaviare,Guaviare,12908,0.4167,12399,0.3551,Zuluaga,0.5809,14336,0.4106,Zuluaga,37463,3.35,22.04,711.09,47.51,3.64,1.02,1.78,0,Alto,3,7955,0.5264,7157,0.4736,15112,15714,0.4195,0.5805,0.3121,Sê,Sê,1501.04,0
Calamar,Guaviare,1500,0.1434,1618,0.3293,Santos,0.1987,1862,0.379,Santos,5482,5.3,33.57,993.8,65.34,5.97,2.93,2.59,0,Alto,3,417,0.2787,1079,0.7213,1496,1537,0.2804,0.7196,0.4317,No,Sê,455.19,0
El Retorno,Guaviare,4414,0.3357,3461,0.3793,Santos,0.4367,4287,0.4698,Santos,9285,2.95,14.55,542.42,36.89,2.35,1.33,0.86,0,Alto,3,1410,0.4078,2048,0.5922,3458,3630,0.391,0.609,0.5004,No,Sê,1615.35,0
Miraflores,Guaviare,617,0.0771,843,0.2024,Santos,0.1467,1118,0.2684,Santos,4217,12.19,27.89,841.98,49.42,13.41,2.1,3.25,0,Alto,3,142,0.1434,848,0.8566,990,1013,0.2402,0.7598,0.7605,No,Sê,1851.54,0
Mit_,Vaupes,3207,0.1548,4243,0.2882,Santos,0.2832,4633,0.3147,Santos,15576,25.64,37.57,248.52,11.39,3.08,0.75,1.19,0,Alto,3,872,0.2438,2705,0.7562,3577,3627,0.2329,0.7671,0.4962,No,Sê,1.61,0
Carur_,Vaupes,387,0.1503,366,0.2244,Santos,0.2741,529,0.3243,Santos,1721,4.2,41.73,490.54,4.5,4.5,3.3,3,0,Alto,3,76,0.1659,382,0.8341,458,465,0.2702,0.7298,0.7941,No,Sê,31.03,0
Pacoa,Vaupes,74,0.0694,72,0.0727,Santos,0.22,100,0.101,Santos,1080,0,0.51,20.88,0,0.17,0.34,0,0,Ninguno,0,16,0.086,170,0.914,186,190,0.1759,0.8241,1,No,No,0,0
Taraira,Vaupes,214,0.2939,228,0.1747,Santos,0.3037,270,0.2069,Santos,1377,1.03,28.93,126.03,0,0,0,1.03,0,Alto,3,65,0.211,243,0.789,308,345,0.2505,0.7495,0.8496,No,No,0,0
Papunaua,Vaupes,8,0,23,0.2035,Santos,0.0476,21,0.1858,Santos,109,0,0,80.86,0,1.19,0,0,0,Ninguno,0,1,0.0526,18,0.9474,19,19,0.1743,0.8257,1,No,No,0,0
Yavarat_,Vaupes,63,0.1576,311,0.3129,Santos,0.2508,331,0.333,Santos,1035,0,0.81,26.72,0,0.81,0,0,0,Ninguno,0,37,0.1175,278,0.8825,315,316,0.3053,0.6947,1,No,No,0,0
Puerto Carre_o,Vichada,5065,0.3801,4885,0.3127,Zuluaga,0.4967,5653,0.3619,Zuluaga,17433,3.13,7.88,139.75,6.75,1,0.31,0.13,0,Alto,3,2549,0.5384,2185,0.4616,4734,4820,0.2765,0.7235,0.1652,No,No,0,0
La Primavera,Vichada,3325,0.6878,2780,0.3866,Zuluaga,0.7447,3227,0.4488,Zuluaga,7267,0.57,5.48,141.57,8.06,0.25,0.25,0.06,0,Alto,3,1787,0.73,661,0.27,2448,2504,0.3446,0.6554,0.4528,No,No,0,0
